1	0.72896
2	0.72939
3	0.72643
4	0.71924
5	0.71755
6	0.71078
7	0.71543
8	0.70740
9	0.70909
10	0.70529
11	0.70063
12	0.69556
13	0.69556
14	0.69345
15	0.68710
16	0.68584
17	0.68541
18	0.68118
19	0.67442
20	0.67273
21	0.66892
22	0.66765
23	0.66385
24	0.66385
25	0.66089
26	0.65835
27	0.65497
28	0.65412
29	0.65243
30	0.64905
31	0.64609
32	0.64271
33	0.64228
34	0.63890
35	0.64144
36	0.63679
37	0.63425
38	0.63002
39	0.62960
40	0.62664
41	0.62114
42	0.61691
43	0.61438
44	0.61311
45	0.61438
46	0.61015
47	0.60677
48	0.60888
49	0.60719
50	0.60423
