133	0.0000	4
131	0.0000	1
130	0.0000	3
134	0.0000	2
166	0.0000	2
22	0.0000	1
161	0.0000	1
4	0.0000	2
8	0.0000	1
124	0.0000	4
129	0.0000	1
167	0.0000	1
55	0.0000	1
54	0.0000	2
57	0.0000	1
51	0.0000	1
53	0.0000	2
52	0.0000	2
192	0.0000	1
110	0.0000	3
101	0.0000	3
104	0.0000	1
33	0.0000	15
32	0.0000	6
31	0.0000	21
36	0.0000	1
35	0.0000	7
34	0.0000	5
62	0.0000	2
63	0.0000	1
64	0.0000	1
68	0.0000	2
173	0.0000	2
171	0.0000	2
170	0.0000	1
183	0.0000	4
2	0.0000	4
162	0.0000	2
6	0.0000	1
189	0.0000	7
168	0.0000	2
91	0.0000	8
11	0.0000	1
19	0.0000	1
117	0.0000	1
116	0.0000	6
155	0.0000	1
48	0.0000	4
46	0.0000	6
47	0.0000	1
5	0.0000	1
145	0.0000	2
142	0.0000	1
143	0.0000	1
177	0.0000	1
76	0.0000	1
74	0.0000	2
73	0.0000	2
72	0.0000	2
71	0.0000	1
70	0.0000	1
79	0.0000	1
30	0.1212	33
175	0.1667	6
185	0.1887	53
176	0.2000	5
181	0.2000	5
164	0.2500	8
96	0.2500	8
112	0.2857	7
190	0.3333	3
100	0.3333	6
66	0.3333	3
12	0.3333	3
75	0.3333	3
115	0.4000	10
7	0.4000	5
61	0.4000	5
97	0.4211	19
1	0.4333	30
89	0.4375	16
25	0.4444	9
128	0.4545	11
146	0.4583	24
136	0.5000	2
139	0.5000	14
126	0.5000	2
127	0.5000	2
113	0.5000	10
3	0.5000	4
109	0.5000	2
106	0.5000	16
60	0.5000	6
95	0.5000	22
153	0.5000	2
45	0.5000	8
111	0.5333	15
84	0.5556	9
15	0.5714	7
151	0.5833	12
123	0.6000	5
103	0.6000	5
144	0.6000	5
26	0.6250	8
165	0.6667	9
119	0.6667	3
108	0.6667	6
102	0.6667	3
174	0.6667	3
184	0.6667	3
159	0.6667	3
65	0.7143	7
122	0.7500	4
80	0.7500	28
172	0.7500	36
149	0.7736	53
132	0.8000	5
105	0.8000	10
150	0.8000	5
24	0.8293	41
0	0.8322	727
182	0.8333	6
90	0.8689	61
120	0.8750	8
193	0.8913	46
94	0.9387	212
152	0.9412	51
81	0.9565	46
114	0.9712	104
138	1.0000	1
27	1.0000	4
21	1.0000	1
160	1.0000	4
28	1.0000	8
29	1.0000	5
163	1.0000	3
121	1.0000	26
125	1.0000	14
56	1.0000	1
179	1.0000	2
191	1.0000	4
88	1.0000	6
82	1.0000	4
83	1.0000	17
86	1.0000	12
118	1.0000	5
85	1.0000	9
107	1.0000	3
39	1.0000	1
38	1.0000	1
178	1.0000	1
69	1.0000	3
187	1.0000	42
186	1.0000	1
188	1.0000	12
99	1.0000	2
98	1.0000	3
93	1.0000	9
92	1.0000	4
13	1.0000	1
14	1.0000	4
17	1.0000	2
16	1.0000	16
157	1.0000	9
156	1.0000	2
158	1.0000	3
49	1.0000	1
42	1.0000	1
40	1.0000	24
147	1.0000	9
148	1.0000	3
77	1.0000	2
78	1.0000	1
